Student_ID,Class,Study_Hours_Per_Day,Attendance_Percentage,Performance_Index,Risk_Level,Trend,Key_Insight,Recommendation
S1618,12,1.1,53,47.73,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S1619,12,0.6,77,45.93,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S1620,12,6.0,76,88.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S1621,9,0.6,51,41.4,High Risk,Declining,Poor study discipline is the primary cause of high academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S1622,11,4.5,72,77.73,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S1623,12,4.2,54,77.6,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S1624,10,4.9,59,75.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S1625,10,3.8,86,89.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S1626,12,1.7,57,58.67,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S1627,11,3.7,99,86.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S1628,12,4.8,74,82.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S1629,11,3.0,78,78.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S1630,11,5.5,75,80.47,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S1631,11,1.3,53,55.2,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S1632,9,3.5,80,71.27,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S1633,12,2.4,96,68.67,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S1634,10,5.7,90,91.07,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S1635,9,3.6,63,68.07,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S1636,10,2.8,62,68.53,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S1637,12,4.8,74,79.73,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S1638,9,4.4,52,75.07,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S1639,12,2.6,62,59.2,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S1640,11,3.1,88,72.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S1641,10,2.4,55,56.73,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S1642,12,4.0,54,77.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S1643,10,2.9,92,73.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S1644,11,5.4,52,81.6,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S1645,9,3.3,77,77.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S1646,9,5.7,84,87.87,Low Risk,Stable,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S1647,10,5.3,75,79.13,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S1648,11,0.7,67,51.73,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S1649,10,2.8,70,68.93,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S1650,10,3.3,58,71.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S1651,11,3.4,62,78.13,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S1652,12,5.7,67,74.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S1653,11,1.2,64,53.6,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S1654,11,2.4,54,64.93,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S1655,11,1.9,63,54.67,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S1656,12,2.6,58,63.07,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S1657,10,1.0,70,58.93,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S1658,9,3.2,90,74.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S1659,9,1.0,80,57.2,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S1660,10,5.1,94,81.73,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S1661,10,3.9,64,83.0,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S1662,11,3.6,100,85.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S1663,10,3.4,91,73.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S1664,12,3.1,90,76.2,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S1665,11,3.7,62,76.6,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S1666,9,3.6,79,82.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S1667,10,2.2,91,65.4,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S1668,9,3.8,80,80.0,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S1669,9,2.0,98,67.47,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S1670,10,5.0,85,80.87,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S1671,9,2.3,84,67.0,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S1672,12,1.4,77,45.4,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S1673,9,3.2,90,78.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S1674,9,4.1,63,71.8,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S1675,10,3.8,54,66.4,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S1676,10,4.5,65,71.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S1677,9,1.8,75,59.0,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S1678,11,1.5,65,52.13,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S1679,12,1.4,57,51.53,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S1680,11,3.1,82,76.73,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S1681,12,5.3,67,69.53,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S1682,9,3.5,89,78.8,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S1683,12,4.2,62,74.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S1684,9,2.9,99,80.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S1685,10,1.0,88,42.93,High Risk,Stable,Poor study discipline is the primary cause of high academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
