Student_ID,Class,Study_Hours_Per_Day,Attendance_Percentage,Internet_Access,Extracurricular_Activities,Math_Score,Science_Score,English_Score,Previous_Year_Score,Study_Discipline_Score,Attendance_Score,Academic_Score,Performance_Index,Risk_Level,Difference,Trend
S1449,9,2.1,81,No,Yes,59,50,39,57,52.5,81,49.33,56.93,Medium Risk,-0.07,Stable
S1450,9,4.9,87,No,No,51,86,51,68,100.0,87,62.67,82.47,Low Risk,14.47,Improving
S1451,9,2.0,96,No,No,78,42,53,82,50.0,96,57.67,62.27,Medium Risk,-19.73,Declining
S1452,9,3.1,87,Yes,Yes,83,72,89,49,77.5,87,81.33,80.93,Low Risk,31.93,Improving
S1453,12,2.8,99,Yes,Yes,69,81,55,41,70.0,99,68.33,75.13,Low Risk,34.13,Improving
S1454,10,1.1,88,No,No,89,74,42,67,27.500000000000004,88,68.33,55.93,Medium Risk,-11.07,Declining
S1455,10,1.7,92,Yes,No,53,36,98,79,42.5,92,62.33,60.33,Medium Risk,-18.67,Declining
S1456,12,5.5,91,No,No,81,82,66,62,100.0,91,76.33,88.73,Low Risk,26.73,Improving
S1457,10,0.9,98,Yes,No,76,65,95,90,22.5,98,78.67,60.07,Medium Risk,-29.93,Declining
S1458,12,4.0,73,No,No,82,48,96,69,100.0,73,75.33,84.73,Low Risk,15.73,Improving
S1459,10,1.7,62,No,No,67,44,80,91,42.5,62,63.67,54.87,Medium Risk,-36.13,Declining
S1460,12,1.2,91,Yes,No,69,48,99,48,30.0,91,72.0,59.0,Medium Risk,11.0,Improving
S1461,12,1.7,85,Yes,No,67,68,90,59,42.5,85,75.0,64.0,Medium Risk,5.0,Improving
S1462,9,2.8,67,Yes,Yes,98,82,55,44,70.0,67,78.33,72.73,Low Risk,28.73,Improving
S1463,9,4.2,55,Yes,No,73,36,57,43,100.0,55,55.33,73.13,Low Risk,30.13,Improving
S1464,12,3.3,50,No,Yes,58,90,59,68,82.5,50,69.0,70.6,Low Risk,2.6,Stable
S1465,11,4.3,67,No,No,79,47,100,64,100.0,67,75.33,83.53,Low Risk,19.53,Improving
S1466,10,3.3,77,No,No,66,61,88,62,82.5,77,71.67,77.07,Low Risk,15.07,Improving
S1467,10,4.2,80,No,Yes,79,69,60,83,100.0,80,69.33,83.73,Low Risk,0.73,Stable
S1468,12,5.4,88,No,No,91,50,48,93,100.0,88,63.0,82.8,Low Risk,-10.2,Declining
S1469,10,1.3,50,Yes,No,83,96,35,91,32.5,50,71.33,51.53,Medium Risk,-39.47,Declining
S1470,12,5.6,51,Yes,No,91,38,59,43,100.0,51,62.67,75.27,Low Risk,32.27,Improving
S1471,10,2.4,77,Yes,Yes,44,36,80,79,60.0,77,53.33,60.73,Medium Risk,-18.27,Declining
S1472,9,2.1,69,Yes,Yes,79,46,69,73,52.5,69,64.67,60.67,Medium Risk,-12.33,Declining
S1473,10,4.2,64,No,Yes,76,55,51,61,100.0,64,60.67,77.07,Low Risk,16.07,Improving
S1474,11,2.3,100,No,Yes,43,95,50,69,57.49999999999999,100,62.67,68.07,Low Risk,-0.93,Stable
S1475,9,5.0,64,Yes,Yes,47,47,88,53,100.0,64,60.67,77.07,Low Risk,24.07,Improving
S1476,12,6.0,90,No,Yes,77,90,93,94,100.0,90,86.67,92.67,Low Risk,-1.33,Stable
S1477,9,4.0,91,Yes,No,89,60,77,95,100.0,91,75.33,88.33,Low Risk,-6.67,Declining
S1478,12,2.9,89,No,No,79,65,85,73,72.5,89,76.33,77.33,Low Risk,4.33,Stable
S1479,9,2.1,96,Yes,No,67,43,98,44,52.5,96,69.33,67.93,Low Risk,23.93,Improving
S1480,12,4.7,80,No,No,39,82,42,42,100.0,80,54.33,77.73,Low Risk,35.73,Improving
S1481,9,4.5,64,No,No,89,75,65,60,100.0,64,76.33,83.33,Low Risk,23.33,Improving
S1482,12,5.4,50,No,No,92,72,52,69,100.0,50,72.0,78.8,Low Risk,9.8,Improving
S1483,12,1.3,55,Yes,Yes,91,95,99,55,32.5,55,95.0,62.0,Medium Risk,7.0,Improving
S1484,12,2.4,87,Yes,No,42,61,99,61,60.0,87,67.33,68.33,Low Risk,7.33,Improving
S1485,11,3.7,78,No,Yes,77,84,92,40,92.5,78,84.33,86.33,Low Risk,46.33,Improving
S1486,11,2.9,74,Yes,Yes,48,64,84,41,72.5,74,65.33,69.93,Low Risk,28.93,Improving
S1487,12,5.2,58,No,No,69,76,76,82,100.0,58,73.67,81.07,Low Risk,-0.93,Stable
S1488,9,5.0,80,No,No,98,72,73,70,100.0,80,81.0,88.4,Low Risk,18.4,Improving
S1489,10,3.1,65,No,Yes,47,85,99,91,77.5,65,77.0,74.8,Low Risk,-16.2,Declining
S1490,12,3.3,86,No,Yes,48,49,35,58,82.5,86,44.0,67.8,Low Risk,9.8,Improving
S1491,10,1.8,68,No,Yes,86,79,64,84,45.0,68,76.33,62.13,Medium Risk,-21.87,Declining
S1492,9,1.6,63,No,No,41,55,41,92,40.0,63,45.67,46.87,Medium Risk,-45.13,Declining
S1493,11,2.2,62,No,No,61,71,65,77,55.00000000000001,62,65.67,60.67,Medium Risk,-16.33,Declining
S1494,12,2.0,89,Yes,Yes,84,55,83,74,50.0,89,74.0,67.4,Low Risk,-6.6,Declining
S1495,12,5.4,59,No,No,64,36,56,60,100.0,59,52.0,72.6,Low Risk,12.6,Improving
S1496,9,1.2,95,No,No,55,76,60,44,30.0,95,63.67,56.47,Medium Risk,12.47,Improving
S1497,10,2.7,71,No,Yes,58,36,80,87,67.5,71,58.0,64.4,Medium Risk,-22.6,Declining
S1498,9,3.2,100,No,No,68,94,83,73,80.0,100,81.67,84.67,Low Risk,11.67,Improving
S1499,9,2.2,71,Yes,No,42,54,69,67,55.00000000000001,71,55.0,58.2,Medium Risk,-8.8,Declining
S1500,12,5.6,69,Yes,No,86,59,64,59,100.0,69,69.67,81.67,Low Risk,22.67,Improving
S1501,10,4.0,59,No,No,81,53,40,78,100.0,59,58.0,75.0,Low Risk,-3.0,Stable
S1502,9,5.5,59,Yes,Yes,76,48,54,91,100.0,59,59.33,75.53,Low Risk,-15.47,Declining
S1503,11,5.4,52,Yes,Yes,53,39,59,72,100.0,52,50.33,70.53,Low Risk,-1.47,Stable
S1504,11,5.7,76,Yes,Yes,84,77,90,56,100.0,76,83.67,88.67,Low Risk,32.67,Improving
S1505,10,5.8,98,Yes,No,91,38,63,93,100.0,98,64.0,85.2,Low Risk,-7.8,Declining
S1506,12,3.6,69,Yes,Yes,88,81,100,56,90.0,69,89.67,85.67,Low Risk,29.67,Improving
S1507,11,1.2,60,Yes,Yes,86,74,39,63,30.0,60,66.33,50.53,Medium Risk,-12.47,Declining
S1508,11,5.2,53,Yes,Yes,62,85,42,84,100.0,53,63.0,75.8,Low Risk,-8.2,Declining
S1509,11,4.7,90,No,Yes,80,79,55,69,100.0,90,71.33,86.53,Low Risk,17.53,Improving
S1510,10,5.1,79,No,No,91,89,36,55,100.0,79,72.0,84.6,Low Risk,29.6,Improving
S1511,9,1.5,65,Yes,No,100,73,63,65,37.5,65,78.67,59.47,Medium Risk,-5.53,Declining
S1512,11,2.4,62,No,Yes,64,86,64,87,60.0,62,71.33,64.93,Medium Risk,-22.07,Declining
S1513,9,4.1,55,No,No,93,41,82,58,100.0,55,72.0,79.8,Low Risk,21.8,Improving
S1514,12,3.2,72,Yes,Yes,79,98,66,67,80.0,72,81.0,78.8,Low Risk,11.8,Improving
S1515,10,5.4,100,No,Yes,44,52,59,47,100.0,100,51.67,80.67,Low Risk,33.67,Improving
S1516,10,5.9,71,Yes,Yes,68,82,58,42,100.0,71,69.33,81.93,Low Risk,39.93,Improving
S1517,10,1.3,85,Yes,Yes,85,86,56,70,32.5,85,75.67,60.27,Medium Risk,-9.73,Declining
S1518,10,2.9,62,Yes,Yes,44,55,89,84,72.5,62,62.67,66.47,Low Risk,-17.53,Declining
S1519,9,3.2,51,No,No,55,35,81,77,80.0,51,57.0,65.0,Low Risk,-12.0,Declining
S1520,9,2.5,76,Yes,Yes,72,41,94,40,62.5,76,69.0,67.8,Low Risk,27.8,Improving
S1521,12,5.6,92,Yes,No,36,56,40,93,100.0,92,44.0,76.0,Low Risk,-17.0,Declining
S1522,9,5.4,55,Yes,No,79,46,60,83,100.0,55,61.67,75.67,Low Risk,-7.33,Declining
S1523,10,4.2,63,No,Yes,55,36,83,57,100.0,63,58.0,75.8,Low Risk,18.8,Improving
S1524,10,3.1,62,No,No,59,87,41,52,77.5,62,62.33,68.33,Low Risk,16.33,Improving
S1525,12,1.2,76,No,No,60,95,61,66,30.0,76,72.0,56.0,Medium Risk,-10.0,Declining
S1526,11,5.5,89,Yes,Yes,96,67,90,53,100.0,89,84.33,91.53,Low Risk,38.53,Improving
S1527,11,0.7,81,No,Yes,74,98,38,46,17.5,81,70.0,51.2,Medium Risk,5.2,Improving
S1528,9,3.0,67,No,Yes,99,98,63,63,75.0,67,86.67,78.07,Low Risk,15.07,Improving
S1529,11,3.4,51,Yes,No,84,63,82,50,85.0,51,76.33,74.73,Low Risk,24.73,Improving
S1530,10,3.3,70,No,Yes,81,64,61,95,82.5,70,68.67,74.47,Low Risk,-20.53,Declining
S1531,11,2.2,74,No,No,48,60,84,83,55.00000000000001,74,64.0,62.4,Medium Risk,-20.6,Declining
S1532,12,1.3,53,Yes,No,37,38,49,73,32.5,53,41.33,40.13,High Risk,-32.87,Declining
S1533,12,3.4,59,Yes,Yes,50,62,84,90,85.0,59,65.33,71.93,Low Risk,-18.07,Declining
S1534,9,5.6,95,No,No,91,70,56,63,100.0,95,72.33,87.93,Low Risk,24.93,Improving
S1535,9,1.5,86,Yes,No,94,35,70,58,37.5,86,66.33,58.73,Medium Risk,0.73,Stable
S1536,10,1.7,100,Yes,No,98,68,75,86,42.5,100,80.33,69.13,Low Risk,-16.87,Declining
S1537,12,1.6,65,No,Yes,95,43,43,42,40.0,65,60.33,53.13,Medium Risk,11.13,Improving
S1538,10,2.0,71,No,Yes,81,95,85,49,50.0,71,87.0,69.0,Low Risk,20.0,Improving
S1539,11,1.9,99,Yes,Yes,57,52,66,86,47.5,99,58.33,62.13,Medium Risk,-23.87,Declining
S1540,12,1.7,71,Yes,No,58,69,95,40,42.5,71,74.0,60.8,Medium Risk,20.8,Improving
S1541,10,5.9,62,Yes,No,35,82,83,77,100.0,62,66.67,79.07,Low Risk,2.07,Stable
S1542,11,3.2,69,Yes,Yes,79,63,43,75,80.0,69,61.67,70.47,Low Risk,-4.53,Stable
S1543,10,4.1,50,Yes,No,93,43,43,55,100.0,50,59.67,73.87,Low Risk,18.87,Improving
S1544,12,1.9,77,No,Yes,36,77,59,52,47.5,77,57.33,57.33,Medium Risk,5.33,Improving
S1545,10,1.9,78,Yes,No,54,86,80,59,47.5,78,73.33,63.93,Medium Risk,4.93,Stable
S1546,12,3.4,58,No,Yes,89,94,83,59,85.0,58,88.67,81.07,Low Risk,22.07,Improving
S1547,11,0.6,72,Yes,Yes,53,65,79,79,15.0,72,65.67,46.67,Medium Risk,-32.33,Declining
S1548,9,3.1,59,No,Yes,36,64,87,85,77.5,59,62.33,67.73,Low Risk,-17.27,Declining
S1549,11,2.8,76,Yes,No,86,94,95,87,70.0,76,91.67,79.87,Low Risk,-7.13,Declining
S1550,10,5.0,61,No,Yes,81,36,95,71,100.0,61,70.67,80.47,Low Risk,9.47,Improving
S1551,11,4.3,76,No,Yes,56,93,57,66,100.0,76,68.67,82.67,Low Risk,16.67,Improving
S1552,11,5.6,63,Yes,No,72,59,75,94,100.0,63,68.67,80.07,Low Risk,-13.93,Declining
S1553,9,5.3,82,Yes,No,95,43,72,88,100.0,82,70.0,84.4,Low Risk,-3.6,Stable
S1554,9,5.1,79,Yes,No,57,48,46,53,100.0,79,50.33,75.93,Low Risk,22.93,Improving
S1555,11,5.6,61,No,No,38,49,99,72,100.0,61,62.0,77.0,Low Risk,5.0,Improving
S1556,9,2.9,51,No,No,83,86,37,89,72.5,51,68.67,66.67,Low Risk,-22.33,Declining
S1557,10,1.6,100,Yes,Yes,69,86,95,93,40.0,100,83.33,69.33,Low Risk,-23.67,Declining
S1558,11,5.1,65,No,Yes,97,68,39,61,100.0,65,68.0,80.2,Low Risk,19.2,Improving
S1559,9,3.5,88,Yes,Yes,35,59,70,40,87.5,88,54.67,74.47,Low Risk,34.47,Improving
S1560,11,1.8,78,Yes,Yes,87,95,96,61,45.0,78,92.67,70.67,Low Risk,9.67,Improving
S1561,12,5.2,71,No,Yes,84,37,62,77,100.0,71,61.0,78.6,Low Risk,1.6,Stable
S1562,10,4.8,94,No,Yes,71,41,42,56,100.0,94,51.33,79.33,Low Risk,23.33,Improving
S1563,11,4.0,66,Yes,No,83,36,86,67,100.0,66,68.33,80.53,Low Risk,13.53,Improving
S1564,9,4.1,56,No,No,57,43,83,92,100.0,56,61.0,75.6,Low Risk,-16.4,Declining
S1565,12,2.1,51,No,Yes,52,71,85,66,52.5,51,69.33,58.93,Medium Risk,-7.07,Declining
S1566,10,4.1,66,No,Yes,48,60,72,84,100.0,66,60.0,77.2,Low Risk,-6.8,Declining
S1567,10,4.1,56,Yes,Yes,48,46,75,50,100.0,56,56.33,73.73,Low Risk,23.73,Improving
S1568,10,4.6,53,No,No,77,61,79,42,100.0,53,72.33,79.53,Low Risk,37.53,Improving
S1569,11,2.1,93,Yes,Yes,46,57,49,93,52.5,93,50.67,59.87,Medium Risk,-33.13,Declining
S1570,9,4.5,62,No,No,50,79,94,40,100.0,62,74.33,82.13,Low Risk,42.13,Improving
S1571,12,4.7,62,Yes,No,58,93,59,51,100.0,62,70.0,80.4,Low Risk,29.4,Improving
S1572,12,2.2,64,No,No,69,48,51,42,55.00000000000001,64,56.0,57.2,Medium Risk,15.2,Improving
S1573,9,4.2,69,No,Yes,50,46,68,57,100.0,69,54.67,75.67,Low Risk,18.67,Improving
S1574,12,3.8,65,No,No,59,79,38,66,95.0,65,58.67,74.47,Low Risk,8.47,Improving
S1575,11,5.7,92,No,Yes,66,53,68,76,100.0,92,62.33,83.33,Low Risk,7.33,Improving
S1576,10,2.6,82,No,No,91,60,59,94,65.0,82,70.0,70.4,Low Risk,-23.6,Declining
S1577,12,4.0,98,Yes,Yes,40,63,36,49,100.0,98,46.33,78.13,Low Risk,29.13,Improving
S1578,12,4.8,78,No,Yes,97,38,94,89,100.0,78,76.33,86.13,Low Risk,-2.87,Stable
S1579,10,4.3,70,No,No,38,46,95,61,100.0,70,59.67,77.87,Low Risk,16.87,Improving
S1580,9,1.3,93,No,Yes,70,39,97,89,32.5,93,68.67,59.07,Medium Risk,-29.93,Declining
S1581,9,3.2,96,No,Yes,51,55,67,63,80.0,96,57.67,74.27,Low Risk,11.27,Improving
S1582,9,2.1,78,Yes,No,73,40,66,52,52.5,78,59.67,60.47,Medium Risk,8.47,Improving
S1583,11,5.9,56,No,No,76,47,43,74,100.0,56,55.33,73.33,Low Risk,-0.67,Stable
S1584,10,4.0,86,No,Yes,87,59,56,74,100.0,86,67.33,84.13,Low Risk,10.13,Improving
S1585,10,2.5,91,Yes,Yes,59,77,89,74,62.5,91,75.0,73.2,Low Risk,-0.8,Stable
S1586,11,5.1,99,No,No,73,62,37,94,100.0,99,57.33,82.73,Low Risk,-11.27,Declining
S1587,9,4.5,96,No,No,59,72,39,41,100.0,96,56.67,81.87,Low Risk,40.87,Improving
S1588,9,1.4,99,No,No,62,71,80,66,35.0,99,71.0,62.2,Medium Risk,-3.8,Stable
S1589,10,1.3,85,No,No,85,39,38,67,32.5,85,54.0,51.6,Medium Risk,-15.4,Declining
S1590,11,5.9,99,Yes,No,93,60,61,50,100.0,99,71.33,88.33,Low Risk,38.33,Improving
S1591,10,1.5,69,Yes,Yes,81,88,65,95,37.5,69,78.0,60.0,Medium Risk,-35.0,Declining
S1592,10,5.1,84,Yes,No,65,89,100,57,100.0,84,84.67,90.67,Low Risk,33.67,Improving
S1593,9,5.3,97,No,No,82,95,71,42,100.0,97,82.67,92.47,Low Risk,50.47,Improving
S1594,11,5.7,77,Yes,No,39,91,69,82,100.0,77,66.33,81.93,Low Risk,-0.07,Stable
S1595,11,1.3,78,Yes,No,47,42,35,66,32.5,78,41.33,45.13,Medium Risk,-20.87,Declining
S1596,9,1.6,64,No,Yes,74,43,37,80,40.0,64,51.33,49.33,Medium Risk,-30.67,Declining
S1597,12,3.2,85,No,Yes,43,64,43,52,80.0,85,50.0,69.0,Low Risk,17.0,Improving
S1598,10,1.6,83,Yes,Yes,96,90,50,53,40.0,83,78.67,64.07,Medium Risk,11.07,Improving
S1599,12,4.5,98,Yes,Yes,83,56,86,92,100.0,98,75.0,89.6,Low Risk,-2.4,Stable
S1600,9,5.0,83,Yes,No,100,99,92,71,100.0,83,97.0,95.4,Low Risk,24.4,Improving
S1601,10,2.2,57,No,Yes,51,51,60,42,55.00000000000001,57,54.0,55.0,Medium Risk,13.0,Improving
S1602,12,3.3,90,No,Yes,62,36,75,58,82.5,90,57.67,74.07,Low Risk,16.07,Improving
S1603,10,1.1,90,Yes,Yes,93,49,59,83,27.500000000000004,90,67.0,55.8,Medium Risk,-27.2,Declining
S1604,9,3.8,74,No,No,48,68,43,90,95.0,74,53.0,74.0,Low Risk,-16.0,Declining
S1605,12,4.6,65,No,No,59,35,66,86,100.0,65,53.33,74.33,Low Risk,-11.67,Declining
S1606,11,2.1,73,Yes,No,89,36,43,88,52.5,73,56.0,58.0,Medium Risk,-30.0,Declining
S1607,12,5.8,83,No,Yes,96,52,72,55,100.0,83,73.33,85.93,Low Risk,30.93,Improving
S1608,12,2.3,67,Yes,No,78,67,76,40,57.49999999999999,67,73.67,65.87,Low Risk,25.87,Improving
S1609,11,0.5,69,Yes,Yes,56,98,37,48,12.5,69,63.67,44.27,High Risk,-3.73,Stable
S1610,10,3.4,97,No,No,84,47,62,55,85.0,97,64.33,79.13,Low Risk,24.13,Improving
S1611,9,1.3,97,Yes,No,95,44,90,44,32.5,97,76.33,62.93,Medium Risk,18.93,Improving
S1612,12,4.2,61,Yes,Yes,86,95,81,75,100.0,61,87.33,87.13,Low Risk,12.13,Improving
S1613,10,1.6,87,Yes,No,82,88,66,77,40.0,87,78.67,64.87,Medium Risk,-12.13,Declining
S1614,12,3.4,54,Yes,No,66,96,88,44,85.0,54,83.33,78.13,Low Risk,34.13,Improving
S1615,11,2.9,58,Yes,No,85,97,88,77,72.5,58,90.0,76.6,Low Risk,-0.4,Stable
S1616,10,1.5,56,Yes,Yes,61,77,44,76,37.5,56,60.67,50.47,Medium Risk,-25.53,Declining
S1617,11,5.3,89,No,Yes,56,62,77,47,100.0,89,65.0,83.8,Low Risk,36.8,Improving
S1618,12,1.1,53,No,No,54,78,64,69,27.500000000000004,53,65.33,47.73,Medium Risk,-21.27,Declining
S1619,12,0.6,77,Yes,Yes,54,80,50,87,15.0,77,61.33,45.93,Medium Risk,-41.07,Declining
S1620,12,6.0,76,Yes,Yes,81,75,97,67,100.0,76,84.33,88.93,Low Risk,21.93,Improving
S1621,9,0.6,51,Yes,No,44,79,66,74,15.0,51,63.0,41.4,High Risk,-32.6,Declining
S1622,11,4.5,72,Yes,No,36,95,44,65,100.0,72,58.33,77.73,Low Risk,12.73,Improving
S1623,12,4.2,54,No,Yes,67,88,46,62,100.0,54,67.0,77.6,Low Risk,15.6,Improving
S1624,10,4.9,59,No,No,37,98,39,52,100.0,59,58.0,75.0,Low Risk,23.0,Improving
S1625,10,3.8,86,No,No,94,79,83,70,95.0,86,85.33,89.33,Low Risk,19.33,Improving
S1626,12,1.7,57,Yes,No,53,75,99,88,42.5,57,75.67,58.67,Medium Risk,-29.33,Declining
S1627,11,3.7,99,No,No,76,84,60,42,92.5,99,73.33,86.13,Low Risk,44.13,Improving
S1628,12,4.8,74,No,Yes,63,48,100,41,100.0,74,70.33,82.93,Low Risk,41.93,Improving
S1629,11,3.0,78,No,No,62,86,98,63,75.0,78,82.0,78.4,Low Risk,15.4,Improving
S1630,11,5.5,75,No,No,70,51,70,86,100.0,75,63.67,80.47,Low Risk,-5.53,Declining
S1631,11,1.3,53,Yes,Yes,49,88,100,89,32.5,53,79.0,55.2,Medium Risk,-33.8,Declining
S1632,9,3.5,80,Yes,Yes,36,46,70,57,87.5,80,50.67,71.27,Low Risk,14.27,Improving
S1633,12,2.4,96,No,No,56,72,63,88,60.0,96,63.67,68.67,Low Risk,-19.33,Declining
S1634,10,5.7,90,No,No,79,96,73,65,100.0,90,82.67,91.07,Low Risk,26.07,Improving
S1635,9,3.6,63,No,Yes,57,37,52,67,90.0,63,48.67,68.07,Low Risk,1.07,Stable
S1636,10,2.8,62,No,Yes,57,57,97,62,70.0,62,70.33,68.53,Low Risk,6.53,Improving
S1637,12,4.8,74,Yes,Yes,91,41,55,90,100.0,74,62.33,79.73,Low Risk,-10.27,Declining
S1638,9,4.4,52,No,No,67,50,68,58,100.0,52,61.67,75.07,Low Risk,17.07,Improving
S1639,12,2.6,62,No,No,53,42,61,49,65.0,62,52.0,59.2,Medium Risk,10.2,Improving
S1640,11,3.1,88,No,Yes,82,55,42,47,77.5,88,59.67,72.47,Low Risk,25.47,Improving
S1641,10,2.4,55,No,No,39,85,39,67,60.0,55,54.33,56.73,Medium Risk,-10.27,Declining
S1642,12,4.0,54,Yes,Yes,61,48,94,65,100.0,54,67.67,77.87,Low Risk,12.87,Improving
S1643,10,2.9,92,No,No,93,37,65,60,72.5,92,65.0,73.4,Low Risk,13.4,Improving
S1644,11,5.4,52,Yes,Yes,84,69,81,78,100.0,52,78.0,81.6,Low Risk,3.6,Stable
S1645,9,3.3,77,Yes,Yes,75,49,94,50,82.5,77,72.67,77.47,Low Risk,27.47,Improving
S1646,9,5.7,84,Yes,No,87,60,86,91,100.0,84,77.67,87.87,Low Risk,-3.13,Stable
S1647,10,5.3,75,Yes,Yes,55,52,74,80,100.0,75,60.33,79.13,Low Risk,-0.87,Stable
S1648,11,0.7,67,Yes,No,90,58,87,70,17.5,67,78.33,51.73,Medium Risk,-18.27,Declining
S1649,10,2.8,70,Yes,Yes,77,39,86,74,70.0,70,67.33,68.93,Low Risk,-5.07,Declining
S1650,10,3.3,58,Yes,Yes,52,63,88,40,82.5,58,67.67,71.67,Low Risk,31.67,Improving
S1651,11,3.4,62,Yes,No,83,78,77,78,85.0,62,79.33,78.13,Low Risk,0.13,Stable
S1652,12,5.7,67,Yes,No,51,62,48,54,100.0,67,53.67,74.87,Low Risk,20.87,Improving
S1653,11,1.2,64,No,No,54,65,97,60,30.0,64,72.0,53.6,Medium Risk,-6.4,Declining
S1654,11,2.4,54,No,Yes,58,71,97,42,60.0,54,75.33,64.93,Medium Risk,22.93,Improving
S1655,11,1.9,63,No,No,37,37,99,90,47.5,63,57.67,54.67,Medium Risk,-35.33,Declining
S1656,12,2.6,58,No,No,46,73,72,71,65.0,58,63.67,63.07,Medium Risk,-7.93,Declining
S1657,10,1.0,70,No,No,95,74,93,57,25.0,70,87.33,58.93,Medium Risk,1.93,Stable
S1658,9,3.2,90,No,No,60,88,39,42,80.0,90,62.33,74.93,Low Risk,32.93,Improving
S1659,9,1.0,80,No,Yes,89,91,54,52,25.0,80,78.0,57.2,Medium Risk,5.2,Improving
S1660,10,5.1,94,No,Yes,74,37,61,89,100.0,94,57.33,81.73,Low Risk,-7.27,Declining
S1661,10,3.9,64,Yes,Yes,75,81,78,84,97.5,64,78.0,83.0,Low Risk,-1.0,Stable
S1662,11,3.6,100,Yes,No,93,56,71,51,90.0,100,73.33,85.33,Low Risk,34.33,Improving
S1663,10,3.4,91,No,No,65,35,56,42,85.0,91,52.0,73.0,Low Risk,31.0,Improving
S1664,12,3.1,90,Yes,No,39,65,100,66,77.5,90,68.0,76.2,Low Risk,10.2,Improving
S1665,11,3.7,62,No,Yes,94,66,44,53,92.5,62,68.0,76.6,Low Risk,23.6,Improving
S1666,9,3.6,79,No,No,99,45,89,42,90.0,79,77.67,82.87,Low Risk,40.87,Improving
S1667,10,2.2,91,No,No,58,93,38,70,55.00000000000001,91,63.0,65.4,Low Risk,-4.6,Stable
S1668,9,3.8,80,No,No,44,64,87,90,95.0,80,65.0,80.0,Low Risk,-10.0,Declining
S1669,9,2.0,98,Yes,Yes,64,83,62,81,50.0,98,69.67,67.47,Low Risk,-13.53,Declining
S1670,10,5.0,85,No,No,61,83,35,89,100.0,85,59.67,80.87,Low Risk,-8.13,Declining
S1671,9,2.3,84,Yes,No,35,84,85,68,57.49999999999999,84,68.0,67.0,Low Risk,-1.0,Stable
S1672,12,1.4,77,No,No,39,43,38,54,35.0,77,40.0,45.4,Medium Risk,-8.6,Declining
S1673,9,3.2,90,Yes,No,96,58,63,52,80.0,90,72.33,78.93,Low Risk,26.93,Improving
S1674,9,4.1,63,No,Yes,43,48,53,55,100.0,63,48.0,71.8,Low Risk,16.8,Improving
S1675,10,3.8,54,Yes,No,39,53,40,88,95.0,54,44.0,66.4,Low Risk,-21.6,Declining
S1676,10,4.5,65,Yes,Yes,39,45,58,44,100.0,65,47.33,71.93,Low Risk,27.93,Improving
S1677,9,1.8,75,Yes,Yes,68,56,71,42,45.0,75,65.0,59.0,Medium Risk,17.0,Improving
S1678,11,1.5,65,No,No,81,51,49,79,37.5,65,60.33,52.13,Medium Risk,-26.87,Declining
S1679,12,1.4,57,No,Yes,96,41,59,42,35.0,57,65.33,51.53,Medium Risk,9.53,Improving
S1680,11,3.1,82,Yes,No,36,92,92,65,77.5,82,73.33,76.73,Low Risk,11.73,Improving
S1681,12,5.3,67,Yes,Yes,35,37,49,85,100.0,67,40.33,69.53,Low Risk,-15.47,Declining
S1682,9,3.5,89,No,Yes,70,71,54,43,87.5,89,65.0,78.8,Low Risk,35.8,Improving
S1683,12,4.2,62,Yes,Yes,67,40,58,42,100.0,62,55.0,74.4,Low Risk,32.4,Improving
S1684,9,2.9,99,Yes,No,65,73,96,74,72.5,99,78.0,80.0,Low Risk,6.0,Improving
S1685,10,1.0,88,No,Yes,39,36,40,46,25.0,88,38.33,42.93,High Risk,-3.07,Stable
S1686,12,1.6,98,No,No,78,38,74,65,40.0,98,63.33,60.93,Medium Risk,-4.07,Stable
S1687,11,5.4,82,Yes,No,35,42,36,44,100.0,82,37.67,71.47,Low Risk,27.47,Improving
S1688,10,5.6,62,No,Yes,97,65,52,58,100.0,62,71.33,80.93,Low Risk,22.93,Improving
S1689,12,4.3,68,No,No,80,100,75,67,100.0,68,85.0,87.6,Low Risk,20.6,Improving
S1690,11,2.3,85,Yes,No,90,60,42,77,57.49999999999999,85,64.0,65.6,Low Risk,-11.4,Declining
S1691,11,1.7,55,Yes,Yes,42,52,99,42,42.5,55,64.33,53.73,Medium Risk,11.73,Improving
S1692,11,3.2,51,No,No,78,53,93,78,80.0,51,74.67,72.07,Low Risk,-5.93,Declining
S1693,10,1.4,70,Yes,Yes,54,82,43,84,35.0,70,59.67,51.87,Medium Risk,-32.13,Declining
S1694,11,4.3,91,Yes,Yes,41,75,69,53,100.0,91,61.67,82.87,Low Risk,29.87,Improving
S1695,12,2.6,56,Yes,No,53,37,65,52,65.0,56,51.67,57.87,Medium Risk,5.87,Improving
S1696,12,1.4,83,Yes,Yes,50,51,66,86,35.0,83,55.67,52.87,Medium Risk,-33.13,Declining
S1697,11,5.9,76,Yes,Yes,98,93,67,89,100.0,76,86.0,89.6,Low Risk,0.6,Stable
S1698,11,3.8,90,No,No,99,79,45,86,95.0,90,74.33,85.73,Low Risk,-0.27,Stable
S1699,11,4.3,55,No,Yes,35,74,44,68,100.0,55,51.0,71.4,Low Risk,3.4,Stable
S1700,10,3.9,54,Yes,Yes,96,36,40,59,97.5,54,57.33,72.73,Low Risk,13.73,Improving
S1701,9,2.4,75,Yes,No,43,100,91,44,60.0,75,78.0,70.2,Low Risk,26.2,Improving
